ime,oznaka,tezavnost,avtor,stevilo_sestavin,cas_priprave,cas_kuhanja,skupni_cas,dolzina_navodil,energija_100g,energija_porcija
Čokoladne mint rezine,Božič in novo leto,1,Su. S.,17,30,20,50,1017,443.49,470.38
Buhteljni z božičnim nadevom,Božič in novo leto,2,M. J.,17,115,45,160,1844,253.26,341.33
Kaneloni z govedino in paradižnikom,Kaj skuhati,2,M. J.,15,30,80,110,1390,219.97,776.13
Višnjeve rezine z belo čokolado,Sladice,1,Jelena Vadnjal,9,30,,30,739,303.31,526.63
Krompirjeva pita s čebulo,Zelenjava,1,M. J.,12,15,75,90,1374,113.02,348.5
Pečen goveji hrbet z gorčico in hrenom,Božič in novo leto,1,Su. S.,8,10,60,70,798,177.07,574.0
Sladki jurčki,Božič in novo leto,1,M. J.,7,150,15,165,787,505.54,311.75
Makovo pecivo s hokaido bučo,Sladice,1,Jelena Vadnjal,15,20,45,65,867,189.97,230.42
Masleni piškoti z marmelado,Božič in novo leto,1,Su. S.,7,70,18,88,814,489.44,295.5
Medenjaki z orehi in belim ledom,Božič in novo leto,1,M. J.,11,80,10,90,1360,352.67,700.4
Čokoladno-lešnikovi piškoti,Sladice,1,Jelena Vadnjal,11,25,10,35,722,456.52,614.63
"Goveji steak v smetanovi omaki s tartufi, pommes duchesse, zeljna solata",Priložnostno,1,Sanja Sirk in Anže Kuplenik,22,15,30,45,1545,116.97,456.25
Piščanec z limonino omako,Meso,1,Su. S.,7,10,50,60,687,181.63,413.25
Hitri praznični piškoti z oreščki in rozinami,Božič in novo leto,1,M. J.,11,20,15,35,715,363.0,532.25
"Domači ajdovi rezanci s špinačo, tuno in smetano",Testenine in žita,2,M. J.,15,50,10,60,1989,238.34,834.5
Orehove rezine z vanilijevo kremo in čokoladnim namazom,Sladice,2,Jelena Vadnjal,16,20,15,35,1402,399.91,507.25
Puranji golaž,Kosilo,1,M. J.,10,10,45,55,1083,113.06,312.5
"Mafini z borovnicami, belo čokolado in mascarponejevo kremo",Sladice,1,Jelena Vadnjal,13,10,15,25,823,325.74,873.5
Brezglutensko pecivo z jabolki in suhimi figami,Brez glutena,1,Su. S.,10,10,40,50,613,274.62,546.5
Jabolčni drobljenec z grškim jogurtom,Sladice,1,M. J.,9,15,45,60,1135,205.15,368.25
Brizgani masleni piškoti,Božič in novo leto,2,Jelena Vadnjal,7,20,10,30,791,423.29,263.5
Medene piščančje krače,Na hitro,1,M. J.,8,5,40,45,418,193.28,316.25
Goveji ragu z domačimi rezanci,Glavne jedi,2,M. J.,19,15,200,215,2849,247.68,1708.5
Goveja pečenka v omaki s suhimi jurčki,Meso,1,Su. S.,10,35,120,155,1070,218.93,762.83
Tiramisu brez laktoze v kozarcu,Sladice,1,Jelena Vadnjal,7,20,,20,693,303.94,334.38
Biskvitni cheesecake,Sladice,1,Jelena Vadnjal,12,15,60,75,727,236.51,607.25
Fižolova juha s testeninami,Juhe in jedi na žlico,1,M. J.,14,10,50,60,1383,228.77,409.5
Čokoladno avokadova torta brez peke,Brez glutena,1,Su. S.,10,10,,10,640,259.46,358.38
LCHF cheesecake z jagodnim pirejem,Sladice,1,Jelena Vadnjal,13,70,20,90,875,376.31,1138.75
Krompirjev golaž s klobaso,Jesen,1,M. J.,13,15,30,45,863,158.18,642.5
"Pita z makom, kislo smetano in marmelado",Sladice,1,Jelena Vadnjal,12,15,35,50,1078,332.24,797.38
Pita z bučkami in dimljenim lososom,Predjedi in prigrizki,1,M. J.,9,15,35,50,1260,153.19,297.5
Domače makovke,Testenine in žita,1,M. J.,9,130,20,150,1057,363.16,1049.67
Sočen limonin biskvit brez moke,Brez glutena,1,Su. S.,8,10,45,55,648,311.66,320.25
Jurčki s česnom in peteršiljem iz pečice,Jesen,1,Su. S.,5,10,20,30,483,189.04,107.75
Beljakove rezine z orehi,Sladice,1,Jelena Vadnjal,8,10,20,30,641,323.29,287.75
Špinačna rolada s šunko,Zabava,1,M. J.,8,18,17,35,1139,132.07,134.88
Čokoladna mousse torta,Sladice,2,Jelena Vadnjal,18,30,40,70,1280,405.71,377.75
Mandljev kolač z jabolki,Jesen,1,M. J.,17,20,45,65,1153,271.45,375.5
"Zloženka iz cvetače, pora in šampinjonov",Zelenjava,1,Su. S.,8,10,35,45,1123,92.93,483.25
Makove rezine,Sladice,1,Jelena Vadnjal,9,10,70,80,693,246.19,407.75
Pita s kislo smetano in borovnicami,Sladice,1,Jelena Vadnjal,13,15,30,45,773,265.86,465.25
"Zdravo pecivo z jabolki, orehi in čokolado",Zdravo in vegi,1,Su. S.,11,10,30,40,707,159.34,322.67
Zloženka iz sladkega krompirja in pečenice,Kosilo,1,Su. S.,12,15,60,75,1329,201.97,1171.5
Mangove cheesecake rezine,Sladice,1,Jelena Vadnjal,11,25,,25,1050,364.71,373.58
Kostanjeve rezine,Sladice,1,Su. S.,13,20,30,50,853,210.64,185.17
Domača mandljeva granola,Zdrav navdih,1,M. J.,12,10,27,37,627,428.57,530.0
Veganska umešana jajčka s špinačo,Zdrav navdih,1,Becel,11,5,15,20,1011,123.9,260.5
Sočni svinjski zrezki s čebulo,Na hitro,1,M. J.,4,2,8,10,758,163.26,526.5
Sendvič s čičerikino solato,Zdrav navdih,1,Becel,12,15,,15,392,189.36,783.0
Jogurtov sirček v olivnem olju,Domači pripravki,1,M. J.,4,40,,40,1026,224.88,141.0
Ovseni flapjack,Zdrav navdih,1,Becel,9,15,42,57,858,303.3,265.0
Krhki arašidovi piškoti,Sladice,1,Jelena Vadnjal,6,45,7,52,888,422.05,277.5
Veganski čokoladno-bananin sladoled,Zdravo in vegi,1,Su. S.,3,5,,5,515,103.64,64.0
Slastna jabolčna pita z rozinami,Sladice,1,M. J.,14,50,45,95,1446,254.94,350.33
Pečen muesli (granola) z jogurtom in sadjem,Zdrav navdih,1,Becel,9,5,30,35,612,394.79,180.13
Ponozrnati kruh z namazom iz korenčka in zelene,Zdrav navdih,1,Becel,7,15,,15,262,133.6,334.0
Makove rezine z belo čokolado,Sladice,1,Jelena Vadnjal,8,10,15,25,782,354.78,211.42
Dušena cvetača z grahom in korenčkom,Zelenjava,1,Becel,11,10,20,30,550,103.41,255.0
Jabolčno-pudingova torta,Sladice,1,M. J.,10,20,25,45,1113,102.2,195.38
Rženi kruh z namazom iz sušenih paradižnikov in bazilike,Zdrav navdih,1,Becel,6,10,,10,297,432.99,210.0
Ajdova kaša z rastlinskim mlekom in cimetom,Zdrav navdih,1,Becel,9,20,5,25,504,379.84,343.0
Zamrznjeni poletni mafini,Sladice,1,Su. S.,8,10,,10,483,90.36,111.25
Preprosto pecivo z gozdnimi sadeži in mandlji,Sladice,1,Jelena Vadnjal,10,10,60,70,766,202.81,311.88
Zapečen krompir z lososom,Kosilo,1,M. J.,10,15,45,60,774,128.99,460.0
Krompirjeva palačinka s šunko in sirom,Na hitro,1,M. J.,7,10,15,25,1095,104.46,398.0
Jogurtove rezine z malinami in vanilijevo kremo,Sladice,1,Jelena Vadnjal,15,15,35,50,1175,246.59,468.0
Bonet,Sladice,1,M. J.,7,20,60,80,1207,289.91,333.67
Kavna krema s kavnim sirupom,Sladice,1,Jelena Vadnjal,9,20,20,40,902,370.9,213.75
Kokosovi poljubčki,Sladice,1,J. V.,7,65,15,80,796,485.17,485.17
Marelični mousse,Sladice,1,Jaka Mankoč,5,20,10,30,903,334.0,41.88
Kruh z bučkami,Zelenjava,2,M. J.,8,65,55,120,1695,196.97,213.0
Čokoladno-borovničev mousse,Sladice,2,Jelena Vadnjal,9,30,5,35,984,306.6,197.63
Boranja s perutničkami,Kaj skuhati,1,M. J.,7,10,55,65,1556,104.64,394.5
Limonine rezine z malinami,Sladice,2,M. J.,11,25,35,60,1388,285.78,366.88
Nutellini piškoti,Sladice,1,T. G.,3,15,10,25,721,471.71,241.75
Domači sladoled s češnjami,Sladice,1,Su. S.,10,20,10,30,598,91.12,108.83
Pecivo z ribezom in beljakovim pokrovom,Sladice,1,M. J.,9,15,35,50,1040,285.42,329.42
Alzaška pica/pogača (Flammkuchen),Testenine in žita,1,M. J.,11,55,15,70,1090,254.39,467.0
Pisana fižolova solata z dimljeno ribo,Solate,1,Su. S.,11,10,,10,568,204.39,395.5
Počasi dušene svinjske ličnice z zelenjavo,Meso,2,M. J.,14,20,200,220,1388,211.33,450.83
Panna cotta z jagodnim pirejem,Sladice,1,Jelena Vadnjal,6,20,15,35,762,139.21,100.75
Čokoladna strjenka v kozarcu,Sladice,1,Jelena Vadnjal,8,15,10,25,1084,540.88,387.13
Pica kruhki,Večerja,1,M. J.,10,10,30,40,802,232.37,2800.0
Hitre bučkine palačinke,Zelenjava,1,M. J.,6,15,15,30,918,110.03,186.5
"Ješprenova ričota z gratinirami beluši, kalamari v masleni omaki in krema iz boba",MasterChef,2,Sanja Sirk,18,20,30,50,1133,103.52,480.33
"Ričota s klobaso, pečene kapesante in belušina krema",MasterChef,2,Anže Kuplenik,21,30,20,50,1560,97.96,539.0
Mille-feuille s kremo bele čokolade in malinovo zmrzlino,MasterChef,2,Anže Kuplenik,16,45,15,60,1793,220.57,322.22
Brezglutenski cheesecake z marelicami,Sladice,2,Jelena Vadnjal,13,30,25,55,1645,217.96,395.67
"Goveji file z zeliščno soljo, pommes duchesse,zeliščno maslo in šparglji",MasterChef,3,Anže Kuplenik,29,40,45,85,2289,154.83,607.0
Puranje rezine z zelenjavo,Meso,1,Su. S.,9,10,10,20,891,132.32,306.0
Princeske s pudingovo masleno kremo (princes krofi),Sladice,3,M. J.,12,60,15,75,1714,387.02,286.33
Orehove puding rezine,Sladice,1,Jelena Vadnjal,9,10,60,70,635,237.6,383.13
"Tortica iz suhih jurčkov, pastinaka in skute ter malinova krema",MasterChef,2,Sanja Sirk,16,45,25,70,1432,231.54,2812.0
Pašteta iz dimljenih sardel z zeliščnim maslom,MasterChef,2,Špela Golob,13,25,20,45,1201,195.33,219.5
"Tortelini s skuto in pestom, maslena omaka in na zeliščnem maslu sotirane sardele",MasterChef,2,Sanja Sirk,23,20,25,45,1180,218.13,1341.0
Orada v pečici s krompirjem in šparglji,Ribe in morski sadeži,1,T. G.,8,10,60,70,799,72.29,249.75
Pečeni nadevani šampinjoni,Kaj skuhati,1,M. J.,9,10,25,35,1108,163.48,224.0
Rolada s čokoladno kremo in jagodami,Sladice,2,M. J.,11,20,20,40,1600,229.19,307.5
Tunin namaz s papriko in mlado čebulico,Kaj skuhati,1,M. J.,7,15,,15,598,170.88,231.75
"Pecivo z olivnim oljem, pistacijami in jagodami",Sladice,1,Su. S.,10,10,50,60,682,279.75,305.0
Malinov in jogurtov mousse v kozarcu,Pomlad,1,Jelena Vadnjal,10,20,7,27,1036,182.88,132.75
Sijoča čokoladna glazura (svetleč čokoladni obliv),MasterChef,3,MasterChef,6,15,5,20,427,443.62,454.8
Čokoladni mousse,MasterChef,2,MasterChef,4,20,,20,580,532.2,272.75
Čokoladni lava kolački,MasterChef,2,MasterChef,7,20,9,29,717,439.12,562.63
Tiramisu z jagodami,MasterChef,2,MasterChef,13,20,10,30,928,345.94,443.25
"Brancin v soli, kremna polenta, blitva s krompirjem in maslena omaka s kaprami",MasterChef,2,MasterChef,18,15,40,55,1842,291.19,1456.5
Zelenjavna mineštra,MasterChef,2,MasterChef,18,15,20,35,1286,103.09,75.0
Skutina pita z borovnicami in robidami,Sladice,2,T. G.,16,45,52,97,2145,252.35,452.33
Zeljna solata s kranjsko klobaso,Kaj skuhati,1,Su. S.,9,40,8,48,654,60.58,156.75
Rižev narastek z jagodami in beljakovim pokrovom,Pomlad,1,M. J.,10,15,50,65,1321,178.38,775.5
"Lazanja z nadevom iz rakcev, špargljev in mascarponeja",MasterChef,2,Maj Janežič,12,30,15,45,2213,131.56,1580.0
"Palačinke s šparglji, šunko in sirom",Pomlad,1,M. J.,9,20,35,55,1431,137.66,414.5
Brezmesna lazanja,MasterChef,1,Špela Golob,16,10,50,60,1056,207.56,669.5
Pečeni bikovi prašniki in krompirjevi ocvrtki s konopljinimi semeni,MasterChef,2,MasterChef,17,15,40,55,1058,,
"Ocvrti svinjski možgani, krompirjeva solata z ribjimi ikrami in majoneza z ostrigino omako",MasterChef,2,MasterChef,21,25,30,55,1381,,
Torta princa Williama,Sladice,1,M. J.,7,20,10,30,1183,455.42,298.3
Tiramisu mafini,Sladice,1,Jelena Vadnjal,14,10,20,30,687,326.26,409.89
Namaz iz pečenega mesa,Večerja,1,M. J.,8,15,,15,336,230.67,259.5
Hitra sladica z rabarbaro in jagodami,Sladice,1,Su. S.,6,15,10,25,1122,64.92,151.75
Masleni brancinovi fileji s šparglji,Ribe in morski sadeži,1,Su. S.,7,5,10,15,824,119.47,474.0
MasterChef nacefran svinjski vrat,MasterChef,3,MasterChef,10,10,60,70,920,,
MasterChef pečena svinjska rebra,MasterChef,2,MasterChef,7,5,55,60,497,,
MasterChef svinjski file,MasterChef,2,MasterChef,20,15,30,45,1658,,
"Zrezek iz svinjskega vratu, pire iz korenja in ingverja, miso omaka",MasterChef,2,Maj Janežič,15,15,30,45,2434,119.74,391.0
"Svinjska ribica s cvetačnim pirejem, polenta z ocvirki, marelična omaka",MasterChef,1,Špela Golob,13,15,30,45,1380,118.21,178.5
Svinjska vratovina z zelenjavnima pirejema in sotirano špinačo,MasterChef,1,Bojan Bešter,13,20,25,45,1160,146.25,241.5
Domača bajadera z orehi,Sladice,1,Jelena Vadnjal,13,30,5,35,1148,553.2,1009.75
Krompirjeve polpete s feto,Vegetarijanstvo,1,M. J.,8,15,50,65,1192,100.0,195.0
Cezarjeva solata s parmezanovim ocvrtkom,MasterChef,2,MasterChef,24,30,15,45,1611,250.3,719.0
"Postrvja juha in pečen file postrvi s solato iz regrata, čemaža in divjih jagod",MasterChef,1,Tomaž Zevnik,11,20,20,40,677,84.55,465.0
Srnin file in jurček na žaru ter solata iz divjih rastlin,MasterChef,2,Maj Janežič,13,20,20,40,2545,112.4,1097.0
"Goveji steak v omaki, pire gomoljne zelene, hrustek iz parmezana in lešnikov",MasterChef,2,MasterChef,35,20,40,60,1644,135.19,382.75
Gibanica na hitro,Slovenska,1,Su. S.,20,30,60,90,1086,152.54,479.0
Piškoti s čokolado in arašidovim maslom,Kuhinje,1,Jelena Vadnjal,11,75,10,85,869,452.16,628.5
Piščančje prsi na zelenjavni posteljici z jogurtovim prelivom,MasterChef,1,Bojan Bešter,13,15,15,30,726,112.33,354.0
"Tribarvni mošnjiček s šparglji, lososom in masleno omako",MasterChef,3,Maj Janežič,14,60,15,75,2852,215.9,787.5
Jabirola,MasterChef,2,Anže Kuplenik in Tomaž Zevnik,15,50,40,90,1742,113.74,876.0
Brezglutenska čokoladna tortica s kavnim moussom,Zabava,2,Jelena Vadnjal,16,20,20,40,2115,355.01,347.25
Lešnikovo-čokoladne kocke,Zabava,1,Su. S.,8,15,5,20,1082,565.26,1611.0
Eclair s pomarančo in čokoladno kremo,MasterChef,3,MasterChef,22,40,90,130,2508,228.31,845.2
Testenine s krompirjevo-slivovim nadevom in slivovo omako,MasterChef,2,Anže Kuplenik,19,20,20,40,1884,200.52,1694.0
"Pariško ocvrti lignji, ocvrt krompirček in tatarska omaka",MasterChef,2,MasterChef,19,30,15,45,936,164.31,407.5
Creme brulee,MasterChef,2,MasterChef,6,15,35,50,791,295.28,532.25
Tomahawk steak in coleslaw solata,MasterChef,2,MasterChef,15,20,25,45,609,293.43,1083.5
Zelenjavni kiš (quiche),MasterChef,2,MasterChef,14,15,50,65,1252,355.74,533.14
Čebulna juha s sirovim krutonom,MasterChef,2,MasterChef,10,10,25,35,848,108.57,173.25
Veganske kroglice s sezamom in zelenjavo,MasterChef,1,Mateja Ulaga,22,15,50,65,1229,195.87,332.25
Chili con carne z gobami,MasterChef,1,Klemen Orter,16,10,70,80,1063,149.74,507.25
Goveji rostbif z lečo in sladko-slano solato,MasterChef,1,Bojan Bešter,17,15,30,45,1443,146.72,218.25
"Sadna torta s pehtranovim biskvitom, stepeno smetano in kokosom",MasterChef,3,MasterChef,43,60,50,110,2345,281.35,344.8
Višnjev puding z vanilijevo kremo,Zabava,2,Jelena Vadnjal,14,25,20,45,1276,413.83,369.0
Velikonočni kruhov narastek,Velika noč,1,M. J.,6,15,30,45,704,145.05,186.75
Hren s kislo smetano,Velika noč,1,M. J.,4,10,,10,276,36.93,9.25
Pommes souffles,MasterChef,3,MasterChef,3,15,5,20,1400,,
Karamelni puding s sadnim prelivom,MasterChef,2,Tomaž Zevnik,9,10,30,40,1193,179.48,125.75
Ocvrta krompirjeva rolada,MasterChef,2,Tomaž Zevnik,15,15,30,45,1258,102.51,316.5
Zelenjavna kremna juha,MasterChef,1,Tomaž Zevnik,6,10,20,30,323,28.44,21.0
Ajdov brioche z ajdovo in pasijonkino kremo,MasterChef,2,MasterChef,10,15,30,45,1239,225.86,855.33
Ajdova rižota z gobami,MasterChef,1,MasterChef,15,10,25,35,1157,173.54,606.0
Masleni škampi z ajdovim pirejem in ajdovim hrustkom,MasterChef,2,MasterChef,12,15,30,45,2292,323.81,1701.0
Vanilijevi čokoladni razpokančki,Božič in novo leto,1,Jelena Vadnjal,9,30,10,40,1064,402.24,323.8
Rižota s korenčkom in penino,MasterChef,2,Špela Golob,12,20,20,40,959,172.46,878.0
Rižota z gobami,MasterChef,2,Nastja Novak,18,10,30,40,1942,140.97,272.5
Rižota z rukolo,MasterChef,2,Maj Janežič,17,10,40,50,2647,130.88,1305.0
Rižota s korenjem in slanino,MasterChef,2,Jadranka Baraga,11,10,20,30,904,178.64,502.0
Rižota s korenjem,MasterChef,2,Bojan Bešter,19,10,40,50,3071,126.93,1342.0
Rumove kroglice,MasterChef,1,MasterChef,7,40,,40,264,497.34,263.6
Breskvice,MasterChef,3,MasterChef,16,90,12,102,1370,368.93,655.0
Mandljevo-čokoladne rezine,MasterChef,1,MasterChef,13,30,15,45,1111,509.3,970.9
Marmeladni žepki,Božič in novo leto,2,MasterChef,8,40,12,52,724,414.11,199.6
Ruske kape,Božič in novo leto,3,MasterChef,17,90,30,120,1789,493.4,1353.7
Kokosove kocke,MasterChef,1,MasterChef,13,40,30,70,675,436.7,631.2
Jagodno-jogurtova mousse tortica,Pomlad,2,Jelena Vadnjal,18,30,10,40,1310,299.88,317.25
"Torta s polento, orehi in jabolki",Brez glutena,1,Su. S.,11,10,50,60,785,211.72,248.25
"Pečene račje prsi, solata s šparglji, omaka črnih tartufov",MasterChef,2,MasterChef,14,15,20,35,1093,79.93,319.0
"Domači rezanci s piščancem, rakci in sladko-kislo omako",MasterChef,2,MasterChef,23,20,20,40,1174,154.46,417.25
Piščančji wrap s karamelno-sojino omako,MasterChef,2,MasterChef,20,20,25,45,1138,174.38,443.0
Sendvič s pečeno govedino in zelenjavo,MasterChef,2,Tomaž Zevnik,17,15,25,40,1461,127.6,386.0
Piščančja obara z žličniki,MasterChef,2,MasterChef,29,20,80,100,2191,204.87,1065.33
Cheesecake z limonino kremo,Zabava,2,Jelena Vadnjal,16,30,30,60,1398,223.99,630.88
Losos iz pečice z mlado špinačo,Brez glutena,1,Su. S.,9,15,20,35,1096,135.31,438.75
Hitro skutino pecivo z jagodami,Pomlad,1,M. J.,11,10,30,40,994,197.52,199.17
Pečena vratovina s hrenom in krompirjem,Kosilo,1,M. J.,12,10,60,70,1306,99.85,510.0
Sočna čokoladno-pomarančna torta,Brez glutena,1,Su. S.,6,10,50,60,677,335.67,358.75
Sacher torta s sočno čokoladno glazuro,Valentinovo,2,Jelena Vadnjal,10,20,60,80,1642,366.63,602.5
Lešnikove bombice,Zabava,1,Jelena Vadnjal,11,60,15,75,694,436.64,435.0
Pečeni šunkini zvitki z zelenjavo,Na hitro,1,M. J.,8,15,20,35,953,148.63,258.25
Pečena polenta z zelenjavo in mocarelo,Vegetarijanstvo,1,T. G.,8,10,45,55,886,223.2,411.25
Domača majoneza,MasterChef,3,MasterChef,5,15,,15,917,189.35,14.75
Enostavne pšenične tortilje,MasterChef,1,MasterChef,3,20,10,30,628,242.67,227.5
Domače zeliščno maslo,MasterChef,1,MasterChef,3,15,,15,753,717.0,179.25
Vlivanci,Testenine in žita,2,MasterChef,4,10,5,15,1003,296.42,341.0
Karamelna omaka (toffee karamela),MasterChef,2,M. J.,4,,15,15,1241,407.2,200.75
Bešamel omaka,Triki in nasveti,2,MasterChef,4,,15,15,1108,536.21,121.25
Mehiška rižota,Kosilo,1,M. J.,13,10,25,35,873,155.31,275.75
Marmorirani cheesecake browniji,Zabava,1,Jelena Vadnjal,13,20,30,50,1006,370.62,450.0
Musaka s piščancem,Kosilo,2,Su. S.,11,30,50,80,1102,94.19,484.0
Hitre skutine palačinke,Na hitro,1,M. J.,9,10,20,30,854,180.75,363.75
Piščančja obara z jogurtovo pogačo,MasterChef,2,MasterChef,21,15,40,55,1084,184.22,682.0
"Hruškova krema, kavna pena in zeliščni drobljenec",MasterChef,2,MasterChef,14,25,20,45,930,208.09,489.0
Svinjska ribica s poširanim jajcem in bučkino omako,MasterChef,2,MasterChef,9,10,25,35,710,144.88,439.0
"Tunin steak s sezamom, sadni riž in azijska omaka",MasterChef,2,MasterChef,16,15,20,35,1385,124.39,760.0
Lava tortica z jagodnim pirejem,MasterChef,2,MasterChef,9,20,11,31,808,297.11,822.0
Piščančji curry z mangom in bučo,MasterChef,1,MasterChef,12,15,25,40,948,113.16,381.5
Sočno limonino pecivo,Zabava,2,Su. S.,14,30,60,90,1163,267.39,419.0
Orehova rolada s kislo smetano,Zabava,1,Jelena Vadnjal,9,10,15,25,947,220.99,294.75
"Solata z lososom, papriko in špinačo",MasterChef,1,MasterChef,18,30,15,45,1632,83.73,680.0
Soba rezanci z zelenjavo in pečenim svinjskim filejem,MasterChef,1,MasterChef,12,15,25,40,940,162.01,383.75
Riževe polpete s piščancem,Testenine in žita,1,M. J.,12,15,50,65,1239,200.13,342.0
Mascarponejeva krema z bananami in piškoti,Zabava,1,M. J.,8,30,,30,542,305.9,2130.0
Pečen krompir s čebulo in slanino,Priložnostno,1,M. J.,6,10,35,45,1077,148.29,715.5
Jabolčne rezine brez peke,Jesen,1,Su. S.,14,30,10,40,1184,216.39,320.83
Pečeni njoki s šunko in sirom,Na hitro,1,M. J.,10,5,35,40,1007,97.34,284.0
Kokosovo pecivo z mandarinami,Zabava,1,M. J.,14,15,45,60,1224,197.54,2126.0
Čokoladne rezine z masleno kremo,Božič in novo leto,2,M. J.,15,40,25,65,1865,403.29,427.08
Jajčni namaz z zeleno in hrenom,Velika noč,1,M. J.,9,20,8,28,511,103.12,148.67
Čokoladna rolada s smetano in malinami,Zabava,1,M. J.,8,30,15,45,1246,299.4,186.0
Linški srčki z marmelado,Valentinovo,2,Jelena Vadnjal,9,70,10,80,866,475.43,489.25
Genovski (masleni) biskvit,Zabava,2,M. J.,5,30,35,65,1809,298.28,173.0
Lečina solata z bučo in ohrovtom,Zdravo in vegi,1,Su. S.,11,20,25,45,1589,141.81,675.0
"Ajdova torta z orehi, marmelado in smetano",Brez glutena,1,Su. S.,14,20,30,50,1358,322.45,335.5
Chia puding z malinami,Zdravo in vegi,1,M. J.,5,15,,15,610,496.2,147.0
Bananine palačinke z borovnicami,Zdravo in vegi,1,M. J.,9,10,15,25,1108,155.75,220.25
Švedska čokoladna torta (kladdkaka),Kuhinje,1,M. J.,8,15,20,35,1131,390.74,291.1
Hitro skutino pecivo,Sladice,1,M. J.,12,15,45,60,1038,188.28,300.13
Osja gnezda,Sladice,2,M. J.,16,100,30,130,1476,432.39,456.17
Originalni italijanski tiramisu,Italijanska,1,M. J.,8,30,,30,1269,325.77,499.25
V pečici pečen piščanec s koromačem,Meso,1,M. J.,8,10,45,55,796,178.83,566.0
"Njoki s špinačo, slanino in smetano",Testenine in žita,1,M. J.,8,5,10,15,879,129.56,279.25
Preprosto jabolčno pecivo,Jesen,1,M. J.,10,15,50,65,1122,260.4,332.33
Kvašene rožice z gozdnimi sadeži,Jesen,3,M. J.,11,90,30,120,1474,339.68,216.33
Pita z mletim mesom in kislim zeljem,Jesen,2,M. J.,16,80,60,140,1445,210.43,481.63
Rižev narastek z rozinami,Sladice,1,M. J.,10,10,45,55,1326,273.69,518.5
Trifle s skutino in kavno kremo,Božič in novo leto,1,M. J.,12,30,20,50,1356,266.5,342.5
Cvetačne polpete s šunko in sirom,Kosilo,1,M. J.,9,10,35,45,1372,124.85,321.5
Buhteljni s skutinim nadevom z rozinami,Jesen,2,M. J.,21,125,45,170,1664,318.95,411.25
Brokolijeve polpete s parmezanom,Zdravo in vegi,1,M. J.,7,15,20,35,1525,320.5,191.5
Jabolčni kolač z medom,Jesen,1,M. J.,13,20,40,60,1769,203.06,339.88
Korenčkovi mafini z rozinami in orehi,Zdravo in vegi,1,M. J.,16,15,25,40,1125,218.45,183.17
Testenine s tuno in rukolo,Testenine in žita,1,M. J.,9,7,12,19,911,194.14,465.0
Fižolova juha s krompirjem in slanino,Juhe in jedi na žlico,1,M. J.,9,15,45,60,1358,84.71,327.5
Zeljna solata z jogurtom,Zdravo in vegi,1,M. J.,10,30,,30,533,98.41,100.5
Kisilakovi rezanci,Slovenska,1,M. J.,9,20,10,30,679,264.89,602.75
Kuhan gin,Zima,1,M. J.,4,5,5,10,280,293.88,18.0
Lečna solata z jogurtovim prelivom,Zdravo in vegi,1,M. J.,11,15,25,40,1180,117.54,224.5
Skutina torta s kakiji in mandlji,Jesen,2,Su. S.,15,60,25,85,2174,243.6,267.83
